Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez
34054,29602;28085,9906;29078,24272;32792,79803;36433,3874;31879,44258;25465,71242;26796,0414;34177,94687;38932,19015;46475,48733;48930,32315
37183,86186;29968,21804;27160,22815;32057,95448;35069,52397;35015,09277;30127,98963;32087,55396;33703,76952;37370,18574;43855,75151;47708,3478
39281,70346;34677,28435;34409,51166;33262,68304;34310,46525;32367,90169;30691,73884;30499,3205;36689,84176;43122,14164;53070,96019;58805,66855
48759,97434;40992,67381;36744,34415;44172,59342;44671,86924;40469,2909;37507,82768;33922,14912;39555,69548;47262,20188;55931,56794;62415,13233
47698,86514;36218,62854;32270,96656;32639,20249;37041,25262;35127,14902;30715,56343;33087,41778;36950,31296;39631,0543;50055,69942;56510,77383
49954,68169;43796,09146;37123,54957;38537,95833;40088,08748;37668,56071;33811,23914;36785,37243;37160,55017;39713,13176;47568,4517;55099,14979
48633,80973;36593,21588;30449,15383;33402,88819;36887,22454;32891,29568;26463,83274;28906,39303;34419,73421;41523,24721;49681,42427;62843,07027
61388,24829;42670,93933;35726,97213;35328,42562;37182,65813;36873,02218;31670,76954;35733,28575;38086,50395;43592,56931;53451,96466;68773,55374
62630,42801;42112,51627;34865,25142;39496,20286;41666,33965;40511,86556;35336,34531;33038,86412;39101,13173;45724,10547;55568,50046;68336,54458
57222,47546;40092,11822;35941,61728;36819,6878;37121,75654;37708,63784;33735,82583;33892,9382;41323,71656;47959,59123;54361,73891;62606,15908
49761,20024;43300,3009;37576,95385;45299,95133;49841,88622;47201,88449;38050,99977;32126,82555;38768,92125;50074,68655;61215,50084;72518,1009
62409,89064;45820,83086;36400,08844;39253,56569;41604,78933;36787,25586;30798,2284;26507,20284;33228,86081;42967,76431;53907,14246;63959,85062
49476,93956;34320,08445;30822,2734;31698,12496;30650,83571;26866,52388;24604,26873;27624,74297;34352,4178;41365,71453;49379,23899;61801,23844
49070,73918;37578,94354;33122,52792;35822,98958;36341,18361;36695,99488;30455,14643;30602,07351;32390,27776;37247,49838;49037,67419;53422,72993
37303,75817;31305,21898;30245,04667;31799,02044;33355,95075;32508,15417;28650,89536;27910,96416;34081,67228;43190,00889;54718,92434;56220,17963
39707,27503;33067,98773;27985,22059;29255,95535;30377,92898;31180,84832;31819,16423;30403,41109;35710,97575;41451,39524;48972,03084;49683,16553
37406,62068;32217,90108;28848,66352;28344,14132;30006,73104;29808,61926;31115,63051;27951,9703;34284,39434;42935,75378;56503,6765;54802,2281
42064,0186;32712,70718;29310,76086;32691,63363;33730,48779;29182,74291;27282,86759;29189,58323;35714,86161;44820,59273;53599,22218;57913,87033
43961,32792;38216,52611;31990,32598;30681,26516;30936,31797;28253,27604;27624,11643;29121,93505;32764,036;41896,45417;51071,01827;50360,04899
38576,06259;31770,70898;30905,11781;32478,93068;33031,69002;28462,01851;26629,73876;30947,713;39165,06247;46396,19561;54351,33038;53071,61574
41527,40921;35383,56114;28872,11725;31317,89371;35936,97302;35860,7845;35507,75264;36271,20273;41658,58948;49921,36808;58005,04779;55736,13142
42572,50572;34828,61747;33531,09639;33903,40739;38328,68668;35175,32188;33049,41552;33593,00183;36604,12609;46322,1263;57424,62018;56188,47805
44939,60637;37937,64067;35863,70185;38271,24096;37826,06563;32521,7334;27703,08657;27004,62693;30744,91658;33745,23466;39474,00569;40444,97033
33975,92098;29581,36812;30287,89812;30769,0492;30781,63477;29554,88385;26575,73341;27037,85905;32234,99296;37496,71742;47201,34696;51308,14433
40570,8253;28273,39278;25191,01354;27243,29213;31018,21559;27471,74987;27927,09183;30199,20437;34140,47783;38685,24045;47664,19615;50053,96862
38083,48356;26923,50339;25069,67091;29458,11543;33905,34287;34858,10204;32490,68748;29426,13135;36541,6624;43441,32852;56995,51474;59776,75792
47016,17678;39503,30974;34833,15545;32698,97288;31867,44423;29674,82941;23008,51624;22685,1589;29504,7392;38974,42436;47960,53426;42882,9073
30108,73727;25604,52403;23630,81872;28642,27312;30488,37704;27232,60486;24361,74101;25672,71328;33313,27297;43367,12574;56062,81739;59913,59553
42003,90089;32991,15789;29813,10417;33171,12552;31848,65288;27222,22631;22502,11331;23293,90555;31228,24535;37395,01285;50268,76145;53850,07022
46331,06125;36616,5057;35011,9076;38713,4475;41322,96248;34666,18185;27439,49334;29252,84303;32799,02716;37772,99356;47353,2699;57344,65282
54841,96949;39495,87529;34097,98075;36659,09851;36102,32094;32861,82835;31399,65144;30107,37666;37137,59145;44547,43045;54652,11252;55794,71865
48763,04404;36248,55581;33313,53978;37590,4953;36941,0085;34632,05104;31248,72028;28534,09505;31693,43146;37247,70906;45699,08581;48337,93395
43970,95796;33415,94438;31157,32423;32919,58228;34512,41827;31965,66645;29703,15198;31605,17935;35428,65497;40792,6818;48678,89998;50472,62068
45408,19369;38000,32153;33124,53006;38015,05781;43492,49054;41583,99868;32476,29811;32518,87722;35463,64774;39506,70701;49765,69159;54054,55788
52678,70912;44207,68484;35199,3355;36248,4051;42760,82734;38286,83039;32428,53732;31853,16621;37335,225;43291,90125;53580,297;60845,44784
58466,46515;44562,6508;35689,52312;35407,03111;38129,7907;37628,63359;31380,69934;31669,93687;36714,46394;44966,98733;57616,71808;62409,12119
52185,07231;37891,19318;33611,47092;38712,25982;40755,55496;39136,15293;32085,32091;34064,36793;42093,32809;52411,92782;68546,73787;74626,15405
65025,49919;51173,64369;41462,90681;50542,39191;52785,40382;50961,76158;40172,88938;37890,5458;44744,9015;59737,62896;65500,0627;73960,37226
67073,38161;48462,82217;43173,92709;39807,13066;42772,80798;37998,56837;34104,48074;34485,56041;42550,12158;55571,6197;64408,03011;66576,22026
58212,17464;42681,24817;38067,73587;39054,7711;36343,34144;36707,95807;34945,84588;32400,78352;39733,55182;47847,95555;61334,59835;72328,41336
63486,01208;48062,31775;41651,6707;42975,90322;43450,75738;41500,41841;37309,88721;31548,58163;38666,33829;50449,62511;61812,48896;63090,57724
52296,41947;45390,25225;39894,11862;39490,27336;37600,77049;32940,24442;26979,44902;23755,89564;32692,19955;42525,42667;52195,31484;53699,21597
45518,08027;32837,12964;28820,43129;32042,08916;31791,86624;30925,0287;25473,26215;28067,16537;31616,51615;36269,92689;43045,37396;48816,11299
44648,26145;35378,39713;31423,55714;32257,85981;34032,92568;30630,55393;26664,26258;25786,35474;30339,62034;35421,66239;42420,2728;44741,48657
36887,38325;28119,71136;25409,67972;27541,90316;29837,1062;24405,99213;21819,41459;23649,15135;30878,81121;42628,78736;60328,96263;65404,7623
46083,35019;36326,42267;33396,93135;35012,28542;36340,93692;36275,64011;29429,82465;29038,39947;34108,50933;39426,05192;45160,41659;46984,32182
37088,82406;31658,17812;31343,15126;34336,92762;37060,95456;32978,12049;28841,41501;28018,16581;33482,2638;39959,89241;46682,47317;49995,4326
43048,50908;39197,09486;36073,90639;36543,8849;39999,53814;36052,9542;32877,65604;34006,34487;37104,34646;42538,18086;48415,26412;48039,39424
36456,16278;28849,0588;27633,83731;30344,15659;31963,95846;31247,6137;27760,50992;29671,26748;34533,38177;39905,99783;43684,61504;44991,76334
35825,9839;29418,96286;29304,45398;29967,43378;30297,25259;31022,91983;30233,21018;31410,55712;32924,44244;38912,81796;45228,83034;47046,91598
36974,23227;24884,39196;21646,3833;25441,34532;29689,33335;28406,29412;25203,44393;28615,9432;35182,6195;42006,45555;50810,00374;56951,49222
44229,62018;36225,5752;31674,87128;32258,62334;36858,99243;36711,12159;32640,04088;32209,00777;37579,51762;44552,0524;51055,16422;53870,03341
44174,78384;34643,61328;31394,56937;32079,13392;33102,82822;31432,25977;25778,33787;24207,28913;30491,53539;36086,75899;42333,64785;49086,69707
45745,6247;37916,96026;30218,25457;34321,35947;42410,23042;43250,86286;38274,45929;33501,29429;38005,44686;41314,09356;51609,62213;56568,36181
63669,55697;46917,7946;44030,15974;44138,74654;45315,45269;42728,41951;35068,16414;32618,64901;38752,4602;45751,71466;54474,5152;53238,12089
50232,96273;40863,2987;36268,04073;37622,35833;41542,08596;43134,47344;38779,51133;34528,59779;41895,59634;48822,89669;55035,17019;57778,99587
57788,7077;45259,78178;36219,07415;34821,70427;34815,42621;29685,88371;27597,54357;29693,72484;35699,93343;44716,99802;52620,33428;54201,86391
49935,47401;42276,25561;40352,88265;41854,7372;42222,42582;44426,9046;37192,97121;36040,75249;41727,28484;51490,62189;58699,6588;62281,78887
54270,5874;44410,29074;41018,95681;42617,19674;42345,53943;40959,04987;35136,46032;35298,09398;45284,94417;55043,13699;64903,51065;62709,82024
48576,20073;41106,91291;39780,33219;36685,29422;35780,51204;33439,4622;31945,66342;31592,96551;38912,45884;45545,59355;52858,47185;54925,39356
43223,51906;32500,89154;33259,09156;37963,51596;39368,38431;35392,77684;31801,16829;30641,78274;36653,87169;43569,4191;56107,77858;60954,56686
55910,0405;50085,75368;42221,75064;41536,18947;41066,05353;36190,9586;31821,45982;32367,34337;42639,07757;52194,85447;61769,9629;65045,24157
54974,79937;42420,96725;38695,43774;47624,66862;45979,51087;43280,80146;35872,70231;33375,31659;36356,56495;46219,8113;60748,66092;69168,96358
55330,44304;45424,37075;40116,67073;42345,16193;41076,3172;37679,84258;34063,47243;31025,61447;37594,35628;47340,23598;62554,33611;74438,83921
59296,58958;45818,95327;44430,47405;42780,0493;44808,28841;38728,60791;35880,36663;38081,65297;38756,18928;44343,84246;58190,61591;60233,09111
46697,65513;35938,78615;32972,51212;31962,78049;37116,9624;35382,38671;30884,13804;28456,64885;34392,91561;36860,94377;46051,68802;52110,14462
39438,82528;31344,23355;27214,12208;26826,9237;32945,26587;33452,60016;33410,81512;36992,1637;40192,45743;44843,28258;51054,20686;58539,06978
45499,23171;35199,72556;30134,72173;33138,37054;35391,37998;34557,63003;36239,19496;36229,20277;44965,62892;51272,19053;60694,3405;63361,79464
48143,90665;41006,21528;40428,26645;43540,09933;47156,08624;48855,00752;42593,03388;38711,10399;39524,67675;43842,28097;52609,75481;57998,97907
48126,399;34957,09295;30197,95987;30627,8658;31738,52844;30273,71518;27153,329;28731,46446;36490,26197;45526,63187;54777,37819;55223,44092
47819,36406;37680,12027;34642,40462;38562,05178;42713,04633;39992,46161;34987,94537;33496,49634;42881,87715;53719,01086;64900,74786;74024,21971
77720,43742;60220,22047;46443,74066;48365,51066;50919,07556;47865,76419;40070,29371;35573,59039;38577,34295;52210,92403;60788,76963;67559,85415
68903,61016;50419,65288;45475,8374;44567,72269;43067,50868;40769,97797;33313,61136;32486,91313;33187,13173;40024,57961;52694,05752;59388,17798
58730,92397;44486,5547;38935,0994;40523,61984;38276,88748;36224,004;34568,59049;33517,04934;39360,0158;47630,80911;59390,81846;68700,87071
74245,70383;55361,91585;45649,41967;46922,38634;46290,32443;39296,42608;33343,31816;34267,02014;37509,62144;42808,74925;51716,30152;55503,60628
60924,88641;49464,41306;39512,9726;42064,67298;47609,64152;47489,34208;38458,15503;38557,50849;45028,18845;47237,36848;54123,19455;56631,62202
65542,79658;57741,2133;48998,46036;54488,81383;56398,26262;52450,50149;44291,98814;37365,64187;43312,67498;51309,94541;60051,31761;62226,6195
74994,76022;56798,18003;45544,75001;46276,58313;44630,79281;43436,15397;35184,70262;32086,35476;36937,39274;42980,65179;50270,40331;56498,26377
54684,12715;42823,46927;36481,80307;37555,99994;37708,27632;36310,9904;30008,0141;32697,6942;39309,08583;46505,86095;50334,82474;49917,44425
44837,58146;32236,5049;30912,47804;33715,27699;36736,40429;35436,75877;33159,80345;31596,42745;33567,68063;38078,83343;47508,06716;51434,09289
43518,45806;35107,47226;31594,21477;34855,67251;38638,8382;37839,29588;30737,19342;29708,13822;35151,8179;41916,10155;46175,39151;46171,68776
37035,14679;30400,36296;26813,69682;29295,12768;29879,85871;26072,70154;24701,14439;28583,44061;30860,69296;37285,12147;47118,66835;49158,40882
38331,91062;30897,10766;25263,4808;26748,2464;28751,9796;28772,23907;26463,12798;26994,96326;33009,42719;39227,86164;49986,26402;51933,14761
40102,54768;35655,92647;32125,8688;35317,44608;32504,61773;27563,21211;22538,07364;25348,45083;32368,17051;37511,0098;42706,28261;47399,94313
41699,44687;38836,81071;36956,78326;39478,74665;41134,05334;38135,16358;31983,82149;30750,40716;38403,85288;43963,28377;48945,24279;49000,16154
39724,66768;34156,33258;34008,23423;40565,96531;44081,42437;44763,14232;37260,80276;32122,89109;36652,31784;48059,02051;60401,54611;71164,86295
57129,54498;41554,80902;34553,07519;35740,8581;39477,10601;37618,43292;30548,07328;29612,08004;37272,8293;43151,65263;51375,72258;57143,13117
55791,49518;43426,66187;35233,1356;36013,02033;39808,90906;44922,33872;42870,6752;35563,00812;37816,51432;43738,47626;48900,75723;51832,3283
47583,14098;40517,75208;34726,68234;35420,78207;35471,88993;36048,97404;32484,74645;32175,20349;35016,13992;38875,90054;45709,10427;52161,98798
50151,03156;40251,99246;33101,68533;39504,80476;40125,22648;36100,77992;31872,30404;33653,88416;36193,11678;44697,61416;54954,20139;64077,12403
58537,05864;40954,00685;38804,05707;43737,25404;45885,42521;38004,42693;34133,65282;30790,34544;36909,54957;46818,69443;52173,12541;60541,378
62657,42762;48202,99158;35193,54115;37959,02827;38349,04726;33677,49731;29155,95058;31675,84174;34470,97044;42938,69175;51712,61543;54809,034
47768,20971;35607,03021;30657,84681;31522,99654;32818,26958;32000,52941;29462,88799;31445,26995;35971,95701;43706,90756;50888,31581;54110,3527
46835,41939;38142,21939;33036,56668;33267,77946;34455,15433;33558,61682;29156,90208;31243,79095;35140,55933;46955,94283;60388,71083;67368,42489
54889,69523;40369,96745;31819,62216;34867,61145;34103,26341;33706,37357;28152,39348;29009,8821;38844,68126;45202,55058;55519,86064;63182,12671
56926,92188;44615,61912;37582,98967;42880,11413;47067,93002;43538,37627;33761,87421;31023,04099;35827,15404;39409,67451;46368,19658;50345,4318
45249,38787;39714,77651;34812,00838;36654,74969;41559,32482;39442,39095;33854,32525;31780,93218;37058,65053;41567,53228;49299,69139;49480,38165
38386,08578;32354,19822;27790,93277;28340,81578;30544,19779;29167,01058;28761,74731;30320,70569;35094,4304;38255,8062;41705,56277;44320,86833
32362,8606;26420,83476;24594,91846;25983,80591;27064,14205;26070,21154;24302,20333;26980,55761;36984,00063;40676,72549;48922,28866;47696,33465
35196,59388;31814,74412;29384,61678;32912,6228;36144,10018;35295,8848;31796,64747;27292,18966;34072,36713;37691,39651;42703,20729;44031,20001
31815,91995;28916,97143;30690,95384;34864,08265;37235,57436;39213,13402;34149,28531;31324,01974;34118,60831;40534,01335;53609,00293;64967,94925
51314,97819;38776,72689;37149,802;38927,57379;43963,37591;47637,3055;36144,4464;32296,82671;40648,75837;49293,89243;64464,17501;70890,37569
47591,40555;36466,17592;34987,23633;36224,55726;38788,38463;37134,56964;34847,27983;34806,80993;38275,27158;47157,28518;50694,09108;55063,16282
43634,21428;36583,38987;34188,76724;33468,25041;37133,71395;37149,44871;30522,31435;30766,97994;37066,07182;47617,15361;59531,96522;62380,03373
53470,99499;43124,84965;39227,70387;43244,04284;49328,42507;47456,48467;44152,80459;38365,00275;42253,30197;43582,47431;49629,23494;57347,55764
48734,07548;39972,82324;38269,39608;37520,49404;39059,88148;37810,40984;30356,90919;31111,59279;34298,37808;38788,55798;46088,24499;53008,11017
50827,38193;39093,16171;36963,64169;37460,70211;38782,73891;37250,28404;34660,70208;34174,53099;41461,28244;44259,70199;50902,90176;51736,22187
45010,73467;37193,59396;34051,34434;33390,06924;33431,12014;31533,37108;28739,02439;27782,20172;33182,74256;38571,01599;46889,42566;57227,64303
54412,7499;46382,79349;37922,68853;40685,49943;43369,82667;38150,49923;32947,77436;34321,64894;37971,89742;41610,44114;50382,46525;52907,80636
46185,33188;36391,27486;33781,27634;34183,24973;32025,25472;32561,76258;31457,90459;33526,39983;37874,33688;40791,55488;50498,47389;57410,77663
39585,46184;28717,059;26376,22965;28146,36821;29571,19121;27227,59311;25873,81336;31538,3955;38157,83071;45792,64377;60049,2038;68512,61659
43586,15467;32810,81095;34697,81893;40963,15353;44746,47224;45114,01083;38499,04855;36311,29852;39267,52831;46722,51588;58457,53365;63519,55646
39387,57497;30462,63851;28575,53179;32084,16081;34143,08638;34011,68137;33613,5229;39371,76458;41148,77227;47469,56614;56932,8513;60613,69378
43813,21639;37564,92384;32691,89765;31695,14469;32298,08833;30431,39769;27527,47843;29347,41508;35717,64323;43849,55071;57872,96553;66607,40734
53855,49001;40242,33626;32756,30184;32625,77639;32146,45635;30483,08568;26923,03809;29546,80605;34892,66431;39255,29357;48002,58524;56571,33033
47749,67404;38282,30629;35333,75291;34795,36013;36908,63512;34595,27665;28685,02125;27103,35367;32081,56247;35117,75946;38186,60576;40200,85053
35897,12439;30800,4904;27043,42941;31356,83352;36864,18353;34810,5884;33280,55166;31362,11043;38403,01652;47984,69445;54814,22315;54755,73506
42285,16363;36736,44069;31464,47662;32794,2811;33350,84028;30716,11218;28554,54572;27752,93326;34181,3527;40933,74111;52371,54762;56555,92848
42217,81385;32697,77973;29404,90045;31230,19381;34640,1588;33307,17109;29091,59441;26327,78975;32246,96503;34971,56171;38883,88833;42892,50631
36314,6769;30107,79906;27457,46295;31556,92159;31219,51625;25667,45117;24653,97052;29429,77267;36834,96882;44383,90176;53462,69062;57397,54629
46158,72957;37314,0537;35330,04586;42662,00415;50003,7336;45802,72366;37615,837;34031,55742;34517,08159;39370,96555;44323,16932;47594,73983
39480,53896;33918,49418;30691,68248;32553,27025;36977,39895;38119,31508;32542,41825;30682,38674;36103,57814;40152,1713;45004,06733;45288,77137
32097,8714;28090,6678;24681,74364;23771,77921;22578,47448;20705,51764;19349,78724;23944,17332;32375,55302;41647,21865;51302,63398;54386,50409
35174,68366;26863,86267;25238,61154;29179,46644;28828,81628;28585,75421;24333,06283;24767,69198;33119,7824;41491,03541;48124,90286;52207,91904
34805,75308;32160,03169;28510,88479;27341,03914;29561,30019;29160,11401;30879,54412;30306,06345;34477,02995;43030,72279;48650,9894;47899,36776
31472,0825;25591,61543;24377,40501;26094,06405;24862,98299;21551,61562;21612,4751;24739,02038;32488,53009;39111,47498;48189,52954;54312,41303
39096,98186;32047,7539;29425,22337;29485,66396;31374,1451;29550,60886;29780,92708;30567,62356;37215,4554;45227,33604;55658,63831;62798,77984
48494,38696;39870,35731;35434,54333;34887,08066;38638,17671;37627,83053;32507,81884;32210,23209;39075,16448;52298,37118;62994,08104;62946,80384
49410,11383;38929,5853;36282,95277;40230,46287;43462,42968;43395,70745;35240,68691;34085,73877;38527,72336;52966,75161;66470,18167;76157,89238
63679,04369;44484,83641;36797,10336;35796,72343;37564,06137;36163,33945;29333,17087;30535,17003;35598,46562;46740,08808;57495,85379;58250,20011
50097,8082;34555,5967;31929,0361;33761,96952;34368,67153;31796,57395;27479,15689;27495,12152;30282,78699;37742,47542;47727,95673;49899,2382
45094,29189;42184,37718;35204,87706;38115,73208;40013,51789;36085,01913;31394,21527;29487,84886;32809,59918;37247,73145;43798,46458;54690,76677
54327,59865;46906,31295;40890,06335;49244,75666;54110,32891;53314,93462;43893,24806;37967,79504;42539,72812;48919,38276;56483,91146;63435,81495
62580,34879;45367,67169;36123,38777;41665,99679;47007,99752;44193,19199;31256,64048;30178,53293;36485,9203;43068,81638;52266,89556;61449,17207
66496,91574;47817,81463;37282,66355;40241,2639;44696,8338;43875,00764;33131,95633;32761,77549;33646,30849;42276,61527;53188,28593;61318,6899
60234,28344;43574,09985;35427,00653;40342,17281;41928,30265;37322,45777;31848,14019;30420,94819;37714,1954;45817,22563;52161,51751;60643,43615
52992,23531;40670,29236;35733,81111;35125,63036;37439,08496;38928,4935;31747,9183;30529,70049;34101,18652;40014,05456;48281,17648;58879,59943
54333,12544;43295,87731;38894,14766;36359,68055;36816,40419;34013,80944;29186,40127;29236,8245;34388,25803;44929,43857;54355,61346;59785,56129
47451,95766;40388,65917;34940,2471;43693,67834;46620,23539;40633,17034;34587,26961;33553,98575;38133,06597;42865,01934;45229,40432;48481,80142
40387,58812;34984,81286;33812,22299;37238,71624;40662,41868;40565,12629;32060,35875;31285,3991;38441,02062;47412,02658;50542,75418;54401,95101
46413,73612;34183,60656;30878,20708;36807,0146;36118,91027;33583,13621;28334,91159;28864,17921;30290,47759;37442,56222;45856,91753;47889,22709
36511,42395;31139,8777;32722,24649;36887,47216;35324,584;30900,22901;25776,76024;29095,41227;31876,44814;35346,99645;42885,92014;53033,18149
44343,50769;32570,27122;31039,18512;32777,91338;29456,14522;26131,21564;24191,52679;25864,402;30889,79702;32915,62291;36206,98484;39179,74847
34591,35385;33168,66012;34060,97644;40904,66182;41150,39757;34444,19193;33532,54478;35984,29507;38207,24724;39298,96912;41227,56145;40960,61736
36703,73665;28504,78981;29525,47469;34914,31936;36001,80767;34195,54525;32872,77899;33835,08241;36799,76725;41129,4396;46578,17818;46978,86845
40483,68962;33740,09387;34057,91177;38198,09891;41660,01926;37640,00125;32054,51443;31185,57473;35586,40984;41307,99497;45077,98703;45950,35721
43099,90304;34196,01616;33608,23991;35996,76483;32376,78771;27460,24572;23263,23589;24522,44103;31338,52517;37765,06174;40290,9989;41942,04563
42819,49238;33954,90464;29462,47749;35678,7147;34441,71165;28926,71922;26611,7789;28599,85657;37661,39073;43872,18173;52377,25007;55722,76592
50431,73199;39410,14599;33331,4405;40540,56222;43261,96372;41213,12136;33468,15739;28003,65495;33445,63477;40700,94215;46606,75344;47608,10125
38979,11405;29915,54599;31024,07869;33383,71668;33019,24754;29951,3218;25938,5307;26796,46372;31495,01533;41031,83898;48454,31132;50301,62576
40011,79192;29492,03073;27956,13339;28601,62167;32834,83007;34122,11685;30555,49464;31801,85679;38679,69763;44342,42573;50280,58096;48067,69563
34798,86544;28763,34498;29196,50333;31637,32813;36455,23935;32777,52324;26477,08391;27668,4944;30977,85336;35763,99957;40689,24079;45833,81858
35850,03103;28938,66481;29629,42721;29676,03379;29100,81465;27313,58206;23333,95765;26893,95704;33022,38635;38737,74133;44201,04673;50025,44527
38701,58324;30531,99879;30873,81441;33582,54166;36173,85229;33225,27033;30336,08371;32319,39456;36822,11816;42052,96481;49589,12825;58155,6836
48739,93977;39911,02608;35352,18013;41641,4857;46611,58457;41802,6813;32696,24401;33310,96242;36475,24999;38053,02839;40975,42216;46535,19201
43560,202;33359,67586;28293,68929;31198,78916;34141,92929;30791,95482;29647,02283;32814,91425;37850,45942;43977,04749;50025,97268;50817,90199
38778,65632;30596,68001;30045,35008;27570,57044;28575,30926;29070,32169;27776,58816;32138,98186;37028,10584;42301,31508;44658,4847;51279,54814
41289,81219;29898,61278;25873,11179;28254,74462;30825,77363;30466,27608;29264,30138;29063,10012;34180,55399;42828,38906;49074,27613;57508,78168
52801,13353;39554,03016;33967,14689;38168,75382;41027,28041;36886,564;31172,29578;32974,47841;44965,29771;53278,03072;52775,63652;52521,89327
45833,49633;37610,5227;32849,76889;35885,21713;37961,08208;34541,12499;31955,21047;30286,48945;37506,69729;41360,90777;40034,32084;43175,99429
41911,29167;39099,78531;36391,67831;40402,53898;43375,60655;43549,77562;34504,949;36377,32775;44172,446;50866,92375;55591,45058;59675,12255
49450,27491;35400,75279;32425,06638;33450,02668;32593,10883;31098,46867;29209,37891;29356,78351;34952,348;42594,07301;47712,45529;51241,61669
45988,35275;43296,02374;39500,71739;45489,71986;50327,75501;46478,20631;38331,60448;35070,82476;38327,58974;49334,71848;56057,92735;61661,53156
50972,33983;37647,75255;36644,44665;37388,86464;40469,08941;39554,53983;36102,82719;32407,19581;38406,41127;47143,62479;55285,62303;57636,71492
48099,37751;38576,56673;34402,29986;34354,98891;32667,84132;26031,03253;24888,15014;28353,1471;38204,22435;45175,14291;52613,45909;56583,33732
46587,03289;33892,37834;33979,57015;37011,0361;39154,8439;37802,88688;33559,92677;32237,55903;36095,72038;43944,16651;50024,82566;57459,09917
49459,80449;37558,22607;39056,2719;43345,19465;40921,94146;35729,2817;31746,95045;28587,09622;35942,55048;45143,36601;51871,04363;58190,66763
49164,15472;35347,90454;32743,57821;34192,30587;32997,32662;27926,12899;23243,278;24395,05435;27592,62944;33305,5216;42373,24191;48474,6193
40426,53379;32677,35479;30832,07231;30108,59147;31103,62739;30208,68261;26436,7999;27498,11314;33673,21701;40490,53076;47914,66751;45481,41424
38442,19775;35825,44875;34992,47881;35474,41365;36994,23159;36026,85678;29658,7227;35462,62728;41216,68526;46940,00233;51351,21879;52528,0641
43919,73742;34206,35906;33306,62924;33346,17174;33247,72519;30324,41647;26017,2916;30344,511;34004,42545;39892,22247;47686,76683;49970,27477
51931,77367;49534,54972;44591,35245;56172,76483;58556,56148;53761,02255;43004,72194;38682,34164;42691,49674;50623,68033;59630,32533;68265,99215
66485,20932;51245,59361;40819,56719;41725,87522;40749,10615;34318,76549;30076,23513;29891,33565;34048,68743;42566,40654;51196,02059;56199,5242
59116,42526;43362,9491;39124,05535;43193,0977;43744,27252;40574,97825;36720,55832;37807,63698;42619,47813;50597,50934;58663,40136;68811,83284
66550,33597;48791,78246;43013,49769;44127,61797;46581,28089;43907,77087;35706,35578;29988,52867;35891,73903;43282,79921;50642,70679;51942,67284
56266,13338;44526,41454;36179,88272;37146,62803;40861,15638;40398,9346;31970,02996;32331,83224;35053,63057;38315,9259;45234,2558;48713,16598
56552,09471;46563,43226;39186,41565;42474,46588;44540,90134;41229,3871;34459,01659;35018,03315;39198,21092;45164,20824;54877,68156;63480,52916
67086,93713;53748,03466;46571,97383;44805,31605;45513,64375;44163,25325;35554,99029;32709,23871;36187,85848;39947,50094;48802,84012;54256,69835
56075,95628;46442,63046;38872,05599;41667,36166;43301,32174;37122,82361;33305,20988;30649,2033;37825,89838;42287,49354;51601,61613;57277,8246
54403,99688;41806,71056;35502,59894;37833,10774;39222,93681;37312,72219;29639,78603;31730,66082;35031,77325;44520,72994;56255,49916;63106,07934
55578,96626;43431,28132;37859,05136;37482,10429;40403,12845;38340,90645;31075,73605;28902,75758;32801,24886;42229,05816;51357,50778;58529,26753
51177,77651;41726,36487;41190,82236;43695,28002;42079,30664;39791,80285;34979,78679;33625,85091;41943,51193;48334,83978;55935,73376;63317,20315
53473,85486;45419,76828;38528,77453;41415,02021;45967,30093;49462,26562;34541,28575;31694,46935;37472,6963;45354,04003;53204,41197;59674,71883
49895,52986;39495,08238;36316,08371;33582,19502;36343,2464;38092,38597;32160,15936;30402,4768;36784,26073;40179,16752;45563,57936;51670,9233
42722,67262;36236,3477;33811,90792;38284,75604;43814,85877;44078,89251;35629,68233;30141,19199;38655,10198;44820,84159;52026,77297;51947,22795
40796,1286;37694,90476;37741,52557;42788,3584;43476,6194;40271,13946;35863,0773;34542,76859;35405,68332;40573,53924;48381,99509;50032,35299
38148,87467;36066,34325;32479,44065;39673,10711;44384,19123;42131,98064;32193,41516;30870,01113;35588,66504;41252,2909;48653,4847;53892,95246
42451,05095;36966,43327;31171,44717;35193,23389;38038,72446;39606,73168;32763,63407;30876,38017;37700,70921;45507,13055;54842,59206;59129,88362
49095,60714;40558,63401;38076,93411;35496,35479;35826,0116;36405,76142;32235,18187;32160,27799;37794,22396;45004,81675;51798,71114;55931,38694
49079,78691;42059,17342;41064,15343;46387,31684;54795,27141;52772,58051;38049,43394;33489,74941;41088,64652;52776,83171;64518,83298;67192,85495
65107,66768;47242,03732;41134,18635;43494,14422;49549,85409;47256,17182;34700,64216;29506,67537;37039,01499;49239,66011;62078,84413;59266,30402
47692,62455;35898,09481;34804,85189;37398,13227;38386,69214;35599,64497;31501,2068;32418,30618;34244,75603;41414,70104;54793,19046;61810,56023
52581,71606;40730,7794;34395,72258;36442,96804;37297,33282;34435,54384;28608,91418;27498,23696;36638,72134;43074,39149;52864,66578;58756,12046
50955,77921;36687,52867;32760,70752;30518,70503;32699,83987;31482,22888;26301,28941;28938,75049;35462,53595;39432,73012;46745,77232;50049,83895
